,key,date_time_of_pickup,longitude_of_pickup,latitude_of_pickup,longitude_of_dropoff,latitude_of_dropoff,no_of_passenger,trip_distance,year,month,day,day_of_week,week_of_year,hour
1710,37:00.0,2011-10-04 05:37:00,-73.972375,40.745798,-73.987978,40.74405,1,1.327914913410644,2011,10,4,1,40,5
1711,37:00.0,2011-10-04 05:37:00,-73.951715,40.769537,-73.980012,40.772972,1,2.4118054736129686,2011,10,4,1,40,5
1712,37:00.0,2011-10-04 05:37:00,-73.954925,40.777518,-73.979642,40.765795,1,2.454371105985769,2011,10,4,1,40,5
1713,37:00.0,2011-10-04 05:37:00,-73.9644,40.756443,-73.955713,40.768128,1,1.490205370319549,2011,10,4,1,40,5
1714,37:00.0,2011-10-04 05:37:00,-73.969138,40.761528,-73.975182,40.758522,1,0.608600670952302,2011,10,4,1,40,5
1715,37:00.0,2011-10-04 05:37:00,-73.789955,40.64681,-73.971262,40.75358,1,19.341386516751214,2011,10,4,1,40,5
1716,37:00.0,2011-10-04 05:37:00,-73.873113,40.773902,-73.993832,40.746633,1,10.603322304597173,2011,10,4,1,40,5
1717,37:00.0,2011-10-04 05:37:00,-74.003524,40.728736,-73.994536,40.750564,1,2.5409490806006656,2011,10,4,1,40,5
1718,37:00.0,2011-10-04 05:37:00,-73.97143,40.797618,-73.957275,40.77423,1,2.8588847118142624,2011,10,4,1,40,5
1719,37:00.0,2011-10-04 05:37:00,-74.003757,40.739223,-74.003757,40.739223,1,0.0,2011,10,4,1,40,5
1720,37:00.0,2011-10-04 05:37:00,-73.978075,40.753748,-73.977173,40.760865,1,0.7945136131494398,2011,10,4,1,40,5
1721,37:00.0,2011-10-04 05:37:00,-73.978948,40.78502,-73.946445,40.780602,1,2.7786147184493206,2011,10,4,1,40,5
1722,37:00.0,2011-10-04 05:37:00,-73.98667,40.753632,-73.98387,40.74947,1,0.5191035395355765,2011,10,4,1,40,5
1723,37:00.0,2011-10-04 05:37:00,-73.995873,40.743735,-74.006532,40.727115,1,2.053430790236656,2011,10,4,1,40,5
1724,37:00.0,2011-10-04 05:37:00,-74.0081,40.7221,-73.979387,40.762717,1,5.120199268755799,2011,10,4,1,40,5
1725,37:00.0,2011-10-04 05:37:00,-73.971167,40.754545,-73.964687,40.75738,1,0.629907795510436,2011,10,4,1,40,5
1726,37:00.0,2011-10-04 05:37:00,-74.00622,40.706023,-73.871097,40.7742,1,13.668702915836953,2011,10,4,1,40,5
1727,37:00.0,2011-10-04 05:37:00,-73.976967,40.75817,-73.983432,40.749242,1,1.1315874192505286,2011,10,4,1,40,5
1728,37:00.0,2011-10-04 05:37:00,-73.958458,40.772508,-74.008638,40.703595,1,8.746210712203593,2011,10,4,1,40,5
1729,37:00.0,2011-10-04 05:37:00,-73.962458,40.770553,-73.962147,40.772167,1,0.18125555136312627,2011,10,4,1,40,5
1730,37:00.0,2011-10-04 05:37:00,-73.984417,40.728878,-73.998918,40.750423,1,2.687538971323597,2011,10,4,1,40,5
1731,37:00.0,2011-10-04 05:37:00,-74.011782,40.713697,-73.989622,40.767597,1,6.273516162548356,2011,10,4,1,40,5
1732,37:00.0,2011-10-04 05:37:00,-73.995085,40.74987,-74.004948,40.751855,1,0.8591022073007751,2011,10,4,1,40,5
1733,15:56.0,2014-04-29 04:15:56,-73.977156,40.756014,-73.971388,40.764116,1,1.0228964506697846,2014,4,29,1,18,4
1734,15:56.0,2014-04-29 04:15:56,-73.98186,40.778228,-73.976967,40.765883,1,1.4323075321277619,2014,4,29,1,18,4
1735,15:04.0,2012-10-23 10:15:04,-73.995733,40.759353,-73.956653,40.764785,1,3.3442609887890193,2012,10,23,1,43,10
1736,15:04.0,2012-10-23 10:15:04,-73.982433,40.735494,-74.016908,40.707882,1,4.224367866207561,2012,10,23,1,43,10
1737,15:04.0,2012-10-23 10:15:04,-73.987142,40.750658,-73.975628,40.751693,1,0.9760830569790788,2012,10,23,1,43,10
1738,01:16.0,2012-08-31 04:01:16,-73.989533,40.752475,-73.973441,40.750565,1,1.3711926865173907,2012,8,31,4,35,4
1739,06:20.0,2012-10-18 17:06:20,-73.989098,40.76347,-73.955544,40.7777,1,3.2364613087194316,2012,10,18,3,42,17
1740,06:20.0,2012-10-18 17:06:20,-74.00519,40.756372,-74.113388,40.82596,1,11.944144855449236,2012,10,18,3,42,17
1741,06:20.0,2012-10-18 17:06:20,-73.975393,40.763564,-73.992889,40.757977,1,1.598177082404947,2012,10,18,3,42,17
1742,06:20.0,2012-10-18 17:06:20,-73.962342,40.76076,-73.962342,40.76076,1,0.0,2012,10,18,3,42,17
1743,06:20.0,2012-10-18 17:06:20,-73.982055,40.768734,-73.980011,40.749048,1,2.194364213483034,2012,10,18,3,42,17
1744,06:20.0,2012-10-18 17:06:20,-73.980086,40.761607,-73.952198,40.769659,1,2.5119530764876856,2012,10,18,3,42,17
1745,06:20.0,2012-10-18 17:06:20,-73.990637,40.728408,-73.991587,40.744559,1,1.7965633922155273,2012,10,18,3,42,17
1746,06:20.0,2012-10-18 17:06:20,-73.870792,40.773835,-73.942751,40.844508,1,9.91514812358119,2012,10,18,3,42,17
1747,36:28.0,2014-02-26 00:36:28,-73.99508,40.73176,-73.953158,40.724327,1,3.6256885265786916,2014,2,26,2,9,0
1748,43:28.0,2010-02-19 20:43:28,-73.988862,40.727097,-73.999232,40.74431,1,2.102673435801867,2010,2,19,4,7,20
1749,43:28.0,2010-02-19 20:43:28,-74.009184,40.710909,-74.028762,40.6363,1,8.45353558062195,2010,2,19,4,7,20
1750,43:28.0,2010-02-19 20:43:28,-73.992088,40.759238,-73.992802,40.733945,1,2.8113302019680915,2010,2,19,4,7,20
1751,43:28.0,2010-02-19 20:43:28,-73.994121,40.746028,-74.016075,40.711155,1,4.29367897832975,2010,2,19,4,7,20
1752,00:48.0,2009-08-21 04:00:48,-73.974177,40.783787,-73.982491,40.764314,1,2.274236772450428,2009,8,21,4,34,4
1753,00:48.0,2009-08-21 04:00:48,-73.994462,40.740728,-73.976154,40.750133,1,1.8622774872013927,2009,8,21,4,34,4
1754,00:48.0,2009-08-21 04:00:48,-73.99195,40.749756,-73.974939,40.756941,1,1.639540494360964,2009,8,21,4,34,4
1755,00:00.0,2014-12-23 23:00:00,-73.983727,40.725735,-73.994148,40.738802,1,1.6966304615866807,2014,12,23,1,52,23
1756,00:00.0,2014-12-23 23:00:00,-73.999672,40.738627,-73.908295,40.689165,1,9.45782149841544,2014,12,23,1,52,23
1757,00:00.0,2014-12-23 23:00:00,-74.00034,40.733977,-73.954217,40.711787,1,4.601005255414475,2014,12,23,1,52,23
1758,00:00.0,2014-12-23 23:00:00,-73.968835,40.785877,-73.9823,40.768177,1,2.2699406519691565,2014,12,23,1,52,23
1759,00:00.0,2014-12-23 23:00:00,-73.94599,40.78952,-73.939857,40.800537,1,1.3285458023928978,2014,12,23,1,52,23
1760,00:00.0,2014-12-23 23:00:00,-73.98987,40.725672,-73.997015,40.714927,1,1.3371062904454318,2014,12,23,1,52,23
1761,00:00.0,2014-12-23 23:00:00,-74.00984,40.729782,-73.979165,40.724215,1,2.6562945087960697,2014,12,23,1,52,23
1762,00:00.0,2014-12-23 23:00:00,-73.985557,40.727125,-73.912825,40.766527,1,7.527633987608854,2014,12,23,1,52,23
1763,00:00.0,2014-12-23 23:00:00,-73.965027,40.759882,-73.9732,40.752812,1,1.0442995598669038,2014,12,23,1,52,23
1764,00:00.0,2014-12-23 23:00:00,-73.98105,40.759417,-73.963767,40.77195,1,2.0138548919859436,2014,12,23,1,52,23
1765,00:00.0,2014-12-23 23:00:00,-73.947737,40.69257,-73.897222,40.693147,1,4.256714917176421,2014,12,23,1,52,23
1766,00:00.0,2014-12-23 23:00:00,-73.956448,40.775535,-73.938625,40.791567,1,2.32872006282592,2014,12,23,1,52,23
1767,00:00.0,2014-12-23 23:00:00,-73.99169,40.74985,-73.99963,40.73359,1,1.926595511242866,2014,12,23,1,52,23
1768,00:00.0,2014-12-23 23:00:00,-73.980602,40.730085,-73.978402,40.774817,1,4.974297362623412,2014,12,23,1,52,23
1769,00:00.0,2014-12-23 23:00:00,-73.988574,40.764102,-73.931494,40.85227,1,10.91075244167965,2014,12,23,1,52,23
1770,00:00.0,2014-12-23 23:00:00,-74.000497,40.718305,-73.962507,40.712667,1,3.260587832639461,2014,12,23,1,52,23
1771,00:00.0,2014-12-23 23:00:00,-74.006595,40.744005,-73.98864,40.759292,1,2.273859201414583,2014,12,23,1,52,23
1772,00:00.0,2014-12-23 23:00:00,-73.980142,40.754537,-73.97311,40.764357,1,1.241438936108367,2014,12,23,1,52,23
1773,00:00.0,2014-12-23 23:00:00,-73.97094,40.75157,-73.98918,40.72643,1,3.1879923759831894,2014,12,23,1,52,23
1774,00:00.0,2014-12-23 23:00:00,-73.910215,40.768747,-73.86164,40.7683,1,4.088424192601874,2014,12,23,1,52,23
1775,00:00.0,2014-12-23 23:00:00,-74.000872,40.730082,-73.988845,40.722737,1,1.300792954249369,2014,12,23,1,52,23
1776,46:40.0,2012-08-19 08:46:40,-73.955893,40.803802,-73.99097,40.760673,1,5.628633225572389,2012,8,19,6,33,8
1777,46:40.0,2012-08-19 08:46:40,-73.991032,40.755798,-73.988492,40.75948,1,0.4616559980915759,2012,8,19,6,33,8
1778,46:40.0,2012-08-19 08:46:40,-74.001555,40.730984,-73.985862,40.751598,1,2.644473412094036,2012,8,19,6,33,8
1779,53:24.0,2013-12-02 13:53:24,-73.968103,40.762399,-73.992554,40.747577,1,2.636148934485509,2013,12,2,0,49,13
1780,53:24.0,2013-12-02 13:53:24,-73.965271,40.75526,-73.951234,40.783582,1,3.361695933156078,2013,12,2,0,49,13
1781,53:24.0,2013-12-02 13:53:24,-73.987524,40.750397,-73.966486,40.769565,1,2.7699920442378123,2013,12,2,0,49,13
1782,53:08.0,2011-11-07 14:53:08,-73.957855,40.773585,-73.966288,40.800794,1,3.1057382524293966,2011,11,7,0,45,14
1783,53:08.0,2011-11-07 14:53:08,-73.9546,40.7653,-74.0,40.7615,1,3.8444674104459406,2011,11,7,0,45,14
1784,36:24.0,2009-05-16 19:36:24,-73.982351,40.771451,-73.952807,40.7735,1,2.496710226670933,2009,5,16,5,20,19
1785,36:24.0,2009-05-16 19:36:24,-74.00092,40.736238,-73.990847,40.731563,1,0.9946489214948251,2009,5,16,5,20,19
1786,56:56.0,2011-01-10 06:56:56,-73.984857,40.769117,-73.99648,40.753349,1,2.0068308909687174,2011,1,10,0,2,6
1787,56:56.0,2011-01-10 06:56:56,-73.874486,40.774029,-73.997842,40.740421,1,11.034748911482444,2011,1,10,0,2,6
1788,56:56.0,2011-01-10 06:56:56,-73.986201,40.752064,-73.977691,40.746239,1,0.9655354210489877,2011,1,10,0,2,6
1789,54:20.0,2010-10-07 06:54:20,-73.954678,40.779031,-73.936199,40.796297,1,2.469543919479194,2010,10,7,3,40,6
1790,54:20.0,2010-10-07 06:54:20,-73.945752,40.786022,-73.985749,40.754552,1,4.8539042051677574,2010,10,7,3,40,6
1791,54:20.0,2010-10-07 06:54:20,-73.962564,40.76986,-73.966381,40.761042,1,1.0312191168192752,2010,10,7,3,40,6
1792,54:20.0,2010-10-07 06:54:20,-73.961942,40.776636,-73.968947,40.761271,1,1.8063512395484416,2010,10,7,3,40,6
1793,11:08.0,2011-02-21 16:11:08,-73.992688,40.743073,-73.982847,40.76593,1,2.671663321780106,2011,2,21,0,8,16
1794,11:08.0,2011-02-21 16:11:08,-73.98243,40.76865,-73.961872,40.767348,1,1.7362352785935284,2011,2,21,0,8,16
1795,11:08.0,2011-02-21 16:11:08,-73.961691,40.77113,-73.987584,40.749019,1,3.2844054271868606,2011,2,21,0,8,16
1796,11:08.0,2011-02-21 16:11:08,-73.976326,40.752045,-73.956803,40.771123,1,2.682322283601341,2011,2,21,0,8,16
1797,11:08.0,2011-02-21 16:11:08,-73.986071,40.734666,-73.790519,40.734133,1,16.466411128691135,2011,2,21,0,8,16
1798,54:56.0,2009-10-04 18:54:56,-73.973181,40.761128,-73.945832,40.778647,1,3.01458655397291,2009,10,4,6,40,18
1799,31:32.0,2015-04-11 16:31:32,-73.97799683,40.78635788,-73.98227692,40.77591705,1,1.2148498190880765,2015,4,11,5,15,16
1800,31:32.0,2015-04-11 16:31:32,-73.95292664,40.77642822,-73.96003723,40.76694107,1,1.212252202658737,2015,4,11,5,15,16
1801,31:32.0,2015-04-11 16:31:32,-74.00299072,40.74916077,-74.02021027,40.64253998,1,11.936740836647838,2015,4,11,5,15,16
1802,31:32.0,2015-04-11 16:31:32,-73.97542572,40.78777313,-73.94673157,40.81625366,1,3.9802777160227385,2015,4,11,5,15,16
1803,31:32.0,2015-04-11 16:31:32,-73.97071838,40.76435852,-74.01142883,40.7031517,1,7.6166476358665705,2015,4,11,5,15,16
1804,31:32.0,2015-04-11 16:31:32,-74.00481415,40.7518425,-73.97888947,40.77724075,1,3.5674751694908666,2015,4,11,5,15,16
1805,31:32.0,2015-04-11 16:31:32,-73.96330261,40.76612091,-73.95944977,40.7752533,1,1.0653792639253918,2015,4,11,5,15,16
1806,31:32.0,2015-04-11 16:31:32,-73.98781586,40.72108841,-73.97985077,40.73482513,1,1.66736430241498,2015,4,11,5,15,16
1807,53:24.0,2012-04-01 22:53:24,-73.984907,40.760186,-73.979342,40.717264,1,4.792672313990455,2012,4,1,6,13,22
1808,00:36.0,2014-04-21 12:00:36,-73.994783,40.76597,-73.98618,40.762372,1,0.8271405039587136,2014,4,21,0,17,12
1809,00:36.0,2014-04-21 12:00:36,-73.964849,40.766825,-73.964849,40.766825,1,0.0,2014,4,21,0,17,12
1810,00:36.0,2014-04-21 12:00:36,-73.996591,40.73182,-73.997178,40.725012,1,0.758153007768909,2014,4,21,0,17,12
1811,11:36.0,2012-03-22 17:11:36,-73.789696,40.646913,-73.781995,40.648668,1,0.6779568035316388,2012,3,22,3,12,17
1812,11:36.0,2012-03-22 17:11:36,-73.995967,40.767534,-73.975627,40.789227,1,2.956464539640969,2012,3,22,3,12,17
1813,11:36.0,2012-03-22 17:11:36,-74.007562,40.740963,-73.970714,40.752262,1,3.3466565368504955,2012,3,22,3,12,17
1814,11:36.0,2012-03-22 17:11:36,-73.996716,40.737391,-73.964009,40.756744,1,3.4938662716750946,2012,3,22,3,12,17
1815,11:36.0,2012-03-22 17:11:36,-73.983787,40.727829,-73.983779,40.72153,1,0.6999774140117541,2012,3,22,3,12,17
1816,11:36.0,2012-03-22 17:11:36,-73.984605,40.742708,-73.977992,40.751647,1,1.1387245791691616,2012,3,22,3,12,17
1817,11:36.0,2012-03-22 17:11:36,-74.005049,40.722978,-73.989939,40.74668,1,2.9250907295560107,2012,3,22,3,12,17
1818,11:36.0,2012-03-22 17:11:36,-73.978919,40.764974,-73.901446,40.715435,1,8.535494002728589,2012,3,22,3,12,17
1819,57:44.0,2011-04-07 20:57:44,-73.991196,40.744724,-73.982242,40.739932,1,0.9229820977492357,2011,4,7,3,14,20
1820,31:04.0,2011-02-20 08:31:04,-74.005954,40.706124,-73.988891,40.730816,1,3.097468455059846,2011,2,20,6,7,8
1821,31:04.0,2011-02-20 08:31:04,-73.954677,40.769679,-73.960317,40.770531,1,0.4840075104887307,2011,2,20,6,7,8
1822,08:24.0,2011-02-06 13:08:24,-73.948395,40.797979,-73.99968,40.747703,1,7.0598082198973815,2011,2,6,6,5,13
1823,08:24.0,2011-02-06 13:08:24,-73.993303,40.731034,-73.990247,40.74841,1,1.9479785693707583,2011,2,6,6,5,13
1824,08:24.0,2011-02-06 13:08:24,-73.955775,40.779798,-73.985647,40.779057,1,2.5149943486697803,2011,2,6,6,5,13
1825,04:56.0,2013-01-01 18:04:56,-73.969116,40.754268,-73.987147,40.764298,1,1.883021372388619,2013,1,1,1,1,18
1826,52:44.0,2013-04-23 13:52:44,-73.962662,40.760792,-73.97724,40.714018,1,5.340736289724925,2013,4,23,1,17,13
1827,52:44.0,2013-04-23 13:52:44,-74.008923,40.731039,-74.009881,40.721717,1,1.039045169026878,2013,4,23,1,17,13
1828,47:24.0,2013-07-02 17:47:24,-73.983738,40.752327,-73.990775,40.750941,1,0.6120865482367548,2013,7,2,1,27,17
1829,47:24.0,2013-07-02 17:47:24,-73.941158,40.712012,-73.99112,40.68571,1,5.124518722843365,2013,7,2,1,27,17
1830,47:24.0,2013-07-02 17:47:24,-74.010058,40.720695,-73.949769,40.693058,1,5.9350765076373015,2013,7,2,1,27,17
1831,19:40.0,2010-01-01 09:19:40,-73.956644,40.77809,-74.004676,40.724068,1,7.237967925483593,2010,1,1,4,53,9
1832,19:40.0,2010-01-01 09:19:40,-73.978218,40.766392,-73.981272,40.743811,1,2.5224507346364002,2010,1,1,4,53,9
1833,19:40.0,2010-01-01 09:19:40,-73.952973,40.775954,-73.975828,40.752076,1,3.2773661712426843,2010,1,1,4,53,9
1834,19:40.0,2010-01-01 09:19:40,-73.971759,40.749453,-74.182856,40.687835,1,19.05242712505733,2010,1,1,4,53,9
1835,41:16.0,2013-04-26 16:41:16,-73.976904,40.739022,-73.968999,40.757486,1,2.157040998368269,2013,4,26,4,17,16
1836,51:08.0,2010-03-06 19:51:08,-73.985243,40.732052,-73.949948,40.714748,1,3.540228252928337,2010,3,6,5,9,19
1837,51:08.0,2010-03-06 19:51:08,-73.999521,40.728851,-73.98562,40.749951,1,2.620634201574816,2010,3,6,5,9,19
1838,58:28.0,2014-04-17 12:58:28,-73.956607,40.783998,-73.965468,40.766762,1,2.055384332544769,2014,4,17,3,16,12
1839,58:28.0,2014-04-17 12:58:28,-73.970753,40.764528,-73.989516,40.741789,1,2.979906821387392,2014,4,17,3,16,12
1840,39:16.0,2014-01-06 12:39:16,-73.934733,40.806685,-73.862098,40.76862,1,7.432389213373802,2014,1,6,0,2,12
1841,37:56.0,2015-02-12 01:37:56,-74.00959015,40.70358276,-74.01480103,40.70948029,1,0.7887896751580811,2015,2,12,3,7,1
1842,00:08.0,2011-12-21 21:00:08,-73.983025,40.761511,-73.904826,40.745197,1,6.827883184107872,2011,12,21,2,51,21
1843,00:08.0,2011-12-21 21:00:08,-73.974075,40.764809,-73.988102,40.748731,1,2.1415706552487896,2011,12,21,2,51,21
1844,04:24.0,2011-08-20 13:04:24,-73.987289,40.726738,-73.97718,40.726289,1,0.8527824747295055,2011,8,20,5,33,13
1845,07:36.0,2011-06-30 09:07:36,-73.98899,40.736682,-73.982727,40.745653,1,1.1277766351750613,2011,6,30,3,26,9
1846,07:36.0,2011-06-30 09:07:36,-73.95619,40.778465,-73.976849,40.760207,1,2.6719786721479943,2011,6,30,3,26,9
1847,07:36.0,2011-06-30 09:07:36,-73.987285,40.729093,-73.994864,40.716234,1,1.565037675355718,2011,6,30,3,26,9
1848,07:36.0,2011-06-30 09:07:36,-73.986103,40.760868,-73.994332,40.749409,1,1.4495991352536683,2011,6,30,3,26,9
1849,07:36.0,2011-06-30 09:07:36,-73.97324,40.764005,-73.986754,40.746307,1,2.2719967067601647,2011,6,30,3,26,9
1850,57:00.0,2014-04-26 22:57:00,-73.967637,40.802722,-73.964385,40.806547,1,0.5054663736405355,2014,4,26,5,17,22
1851,57:00.0,2014-04-26 22:57:00,-73.96779,40.802672,-73.959062,40.814367,1,1.4926173920439156,2014,4,26,5,17,22
1852,57:00.0,2014-04-26 22:57:00,-73.971922,40.786407,-73.923547,40.69991,1,10.439270967062596,2014,4,26,5,17,22
1853,57:00.0,2014-04-26 22:57:00,-73.992832,40.72988,-73.95845,40.677403,1,6.511217210808652,2014,4,26,5,17,22
1854,57:00.0,2014-04-26 22:57:00,-73.986425,40.668865,-74.016565,40.648875,1,3.3749394121964436,2014,4,26,5,17,22
1855,57:00.0,2014-04-26 22:57:00,-74.006655,40.73042,-74.00652,40.731477,1,0.11800809013469853,2014,4,26,5,17,22
1856,57:00.0,2014-04-26 22:57:00,-74.001327,40.739187,-73.957915,40.719637,1,4.252556380882335,2014,4,26,5,17,22
1857,57:00.0,2014-04-26 22:57:00,-73.890845,40.755045,-73.958768,40.722227,1,6.782870253497581,2014,4,26,5,17,22
1858,57:00.0,2014-04-26 22:57:00,-73.957746,40.717783,-74.00321,40.715105,1,3.840840903894576,2014,4,26,5,17,22
1859,57:00.0,2014-04-26 22:57:00,-73.967865,40.755567,-73.979955,40.723765,1,3.677686982355007,2014,4,26,5,17,22
1860,57:00.0,2014-04-26 22:57:00,-73.993653,40.74156,-74.014265,40.713925,1,3.527557202117804,2014,4,26,5,17,22
1861,57:00.0,2014-04-26 22:57:00,-73.993292,40.733762,-73.983925,40.726975,1,1.0913362789998249,2014,4,26,5,17,22
1862,57:00.0,2014-04-26 22:57:00,-74.00682,40.739417,-73.90784,40.886347,1,18.327339810511894,2014,4,26,5,17,22
1863,57:00.0,2014-04-26 22:57:00,-74.0075,40.74102,-73.957727,40.780342,1,6.053541348189952,2014,4,26,5,17,22
1864,57:00.0,2014-04-26 22:57:00,-73.978792,40.724335,-73.97507,40.74349,1,2.151550761982174,2014,4,26,5,17,22
1865,57:00.0,2014-04-26 22:57:00,-73.927918,40.74463,-74.005625,40.722907,1,6.974403347408106,2014,4,26,5,17,22
1866,57:00.0,2014-04-26 22:57:00,-73.987195,40.739055,-73.987205,40.734907,1,0.46094773973945385,2014,4,26,5,17,22
1867,57:00.0,2014-04-26 22:57:00,-74.000057,40.730362,-73.905498,40.756587,1,8.477812829965858,2014,4,26,5,17,22
1868,57:00.0,2014-04-26 22:57:00,-74.004432,40.742352,-73.998677,40.718037,1,2.7451238481281566,2014,4,26,5,17,22
1869,57:00.0,2014-04-26 22:57:00,-73.99413,40.756002,-73.994952,40.74797,1,0.895235246339418,2014,4,26,5,17,22
1870,57:00.0,2014-04-26 22:57:00,-73.988057,40.718797,-73.980205,40.68856,1,3.424581267515458,2014,4,26,5,17,22
1871,57:00.0,2014-04-26 22:57:00,-74.003327,40.743552,-73.96423,40.798097,1,6.896800845391378,2014,4,26,5,17,22
1872,57:00.0,2014-04-26 22:57:00,-73.95692,40.687127,-73.96109,40.648622,1,4.293284266288904,2014,4,26,5,17,22
1873,57:00.0,2014-04-26 22:57:00,-73.997405,40.763807,-73.98932,40.749304,1,1.7494501449503725,2014,4,26,5,17,22
1874,57:00.0,2014-04-26 22:57:00,-73.966565,40.71168,-73.91844,40.685387,1,4.997605676492817,2014,4,26,5,17,22
1875,57:00.0,2014-04-26 22:57:00,-73.984032,40.767967,-73.962995,40.766587,1,1.7771578248547168,2014,4,26,5,17,22
1876,57:00.0,2014-04-26 22:57:00,-73.99326,40.721662,-73.988895,40.759002,1,4.165655743660543,2014,4,26,5,17,22
1877,57:00.0,2014-04-26 22:57:00,-73.9975,40.720747,-73.989942,40.770752,1,5.59312421059473,2014,4,26,5,17,22
1878,57:00.0,2014-04-26 22:57:00,-73.98123,40.724972,-73.986247,40.777225,1,5.821960056655146,2014,4,26,5,17,22
1879,57:00.0,2014-04-26 22:57:00,-74.002602,40.749915,-73.950338,40.783608,1,5.7764359959143645,2014,4,26,5,17,22
1880,57:00.0,2014-04-26 22:57:00,-74.002458,40.739607,-73.958103,40.810882,1,8.755889207415796,2014,4,26,5,17,22
1881,57:00.0,2014-04-26 22:57:00,-74.006872,40.743832,-73.998845,40.745472,1,0.6999452753430797,2014,4,26,5,17,22
1882,57:00.0,2014-04-26 22:57:00,-73.997662,40.763925,-73.995293,40.744737,1,2.1415737388095857,2014,4,26,5,17,22
1883,57:00.0,2014-04-26 22:57:00,-73.978638,40.72464,-74.002537,40.73364,1,2.247361726246801,2014,4,26,5,17,22
1884,57:00.0,2014-04-26 22:57:00,-73.972822,40.75046,-73.942642,40.701252,1,6.030048142809368,2014,4,26,5,17,22
1885,57:00.0,2014-04-26 22:57:00,-73.987682,40.761067,-73.89888,40.738885,1,7.871658460543659,2014,4,26,5,17,22
1886,57:00.0,2014-04-26 22:57:00,-73.972112,40.762672,-73.984612,40.764162,1,1.065043178458628,2014,4,26,5,17,22
1887,57:00.0,2014-04-26 22:57:00,-73.982475,40.739837,-73.973317,40.747942,1,1.1856204104255683,2014,4,26,5,17,22
1888,57:00.0,2014-04-26 22:57:00,-74.00422,40.751102,-73.952017,40.716462,1,5.842973387503758,2014,4,26,5,17,22
1889,57:00.0,2014-04-26 22:57:00,-73.9842,40.737767,-73.978515,40.678292,1,6.626493279769782,2014,4,26,5,17,22
1890,57:00.0,2014-04-26 22:57:00,-73.971077,40.76222,-73.972845,40.743852,1,2.0465649561684303,2014,4,26,5,17,22
1891,57:00.0,2014-04-26 22:57:00,-73.988462,40.71856,-73.968095,40.684062,1,4.200065754348225,2014,4,26,5,17,22
1892,57:00.0,2014-04-26 22:57:00,-73.979417,40.743842,-73.98259,40.735137,1,1.0035581170859793,2014,4,26,5,17,22
1893,57:00.0,2014-04-26 22:57:00,-73.998405,40.719777,-73.97886,40.740827,1,2.8601885973806773,2014,4,26,5,17,22
1894,57:00.0,2014-04-26 22:57:00,-74.005457,40.741772,-73.967537,40.761482,1,3.871361010115295,2014,4,26,5,17,22
1895,57:00.0,2014-04-26 22:57:00,-73.974202,40.73209,-74.015677,40.704727,1,4.631249652138089,2014,4,26,5,17,22
1896,57:00.0,2014-04-26 22:57:00,-74.007563,40.74102,-73.988345,40.722905,1,2.582862502941428,2014,4,26,5,17,22
1897,57:00.0,2014-04-26 22:57:00,-73.939992,40.75127,-73.990035,40.741842,1,4.34137620396397,2014,4,26,5,17,22
1898,57:00.0,2014-04-26 22:57:00,-73.997605,40.721042,-73.947447,40.772715,1,7.12768459604053,2014,4,26,5,17,22
1899,57:00.0,2014-04-26 22:57:00,-73.989473,40.732582,-73.97502,40.74951,1,2.240410072668399,2014,4,26,5,17,22
1900,57:00.0,2014-04-26 22:57:00,-73.988752,40.731357,-73.984432,40.756302,1,2.795775021526907,2014,4,26,5,17,22
1901,57:00.0,2014-04-26 22:57:00,-74.006575,40.744482,-73.982675,40.765992,1,3.1242733360790114,2014,4,26,5,17,22
1902,57:00.0,2014-04-26 22:57:00,-73.993897,40.741465,-73.958672,40.762467,1,3.7735823716240113,2014,4,26,5,17,22
1903,57:00.0,2014-04-26 22:57:00,-73.79143,40.645595,-73.96454,40.715617,1,16.53383403742378,2014,4,26,5,17,22
1904,57:00.0,2014-04-26 22:57:00,-73.989447,40.720552,-73.970207,40.753252,1,3.9785589426971377,2014,4,26,5,17,22
1905,57:00.0,2014-04-26 22:57:00,-73.983853,40.725602,-73.979972,40.693502,1,3.582065520079974,2014,4,26,5,17,22
1906,57:00.0,2014-04-26 22:57:00,-73.987612,40.764622,-73.985602,40.697835,1,7.4236427464564825,2014,4,26,5,17,22
1907,57:00.0,2014-04-26 22:57:00,-74.00592,40.735217,-74.010062,40.733072,1,0.4224468147681714,2014,4,26,5,17,22
1908,57:00.0,2014-04-26 22:57:00,-73.990407,40.728682,-73.991517,40.727692,1,0.14436310837971691,2014,4,26,5,17,22
1909,57:00.0,2014-04-26 22:57:00,-73.978352,40.753482,-73.954693,40.80025,1,5.565391909584343,2014,4,26,5,17,22
1910,57:00.0,2014-04-26 22:57:00,-73.992052,40.727302,-73.97715,40.759077,1,3.747279066285977,2014,4,26,5,17,22
1911,57:00.0,2014-04-26 22:57:00,-74.004082,40.743162,-73.976607,40.74825,1,2.3812179223577434,2014,4,26,5,17,22
1912,57:00.0,2014-04-26 22:57:00,-73.95062,40.71101,-73.951122,40.774395,1,7.0437921219452075,2014,4,26,5,17,22
1913,57:00.0,2014-04-26 22:57:00,-73.928652,40.743967,-73.899575,40.74101,1,2.4700635274836253,2014,4,26,5,17,22
1914,57:00.0,2014-04-26 22:57:00,-73.95829,40.730512,-73.965605,40.713307,1,2.0087141136684847,2014,4,26,5,17,22
